filepath,label,source
surprise/image0015257.jpg,anger,original
surprise/image0019113.jpg,surprise,original
happy/ffhq_2009.png,happy,original
anger/image0019053.jpg,anger,original
anger/image0022901.jpg,disgust,original
anger/image0028947.jpg,anger,original
happy/ffhq_1739.png,contempt,original
augmented/sad/aug_ffhq_829_happy_to_sad.jpg,sad,augmented
surprise/ffhq_432.png,fear,original
augmented/happy/aug_ffhq_297_anger_to_happy.jpg,happy,augmented
happy/ffhq_433.png,happy,original
contempt/ffhq_100.png,happy,original
surprise/image0007296.jpg,surprise,original
happy/ffhq_4266.png,happy,original
neutral/ffhq_1756.png,surprise,original
fear/image0039488.jpg,fear,original
happy/ffhq_324.png,contempt,original
neutral/ffhq_165.png,surprise,original
fear/image0034785.jpg,fear,original
augmented/anger/aug_image0028683_sad_to_anger.jpg,anger,augmented
contempt/image0042404.jpg,sad,original
happy/ffhq_2063.png,happy,original
contempt/image0040948.jpg,contempt,original
augmented/contempt/aug_image0034821_fear_to_contempt.jpg,contempt,augmented
happy/ffhq_925.png,disgust,original
happy/ffhq_3341.png,happy,original
anger/image0023028.jpg,anger,original
contempt/image0037335.jpg,contempt,original
sad/image0017131.jpg,neutral,original
anger/image0018002.jpg,anger,original
surprise/image0015333.jpg,surprise,original
anger/image0021836.jpg,neutral,original
fear/image0019492.jpg,fear,original
disgust/image0035596.jpg,disgust,original
happy/ffhq_885.png,contempt,original
surprise/ffhq_241.png,anger,original
contempt/image0039802.jpg,contempt,original
augmented/anger/aug_ffhq_650_surprise_to_anger.jpg,anger,augmented
fear/image0021418.jpg,fear,original
disgust/image0037132.jpg,anger,original
anger/image0030727.jpg,anger,original
sad/image0017792.jpg,sad,original
augmented/contempt/aug_image0039544_disgust_to_contempt.jpg,contempt,augmented
augmented/contempt/aug_image0020270_neutral_to_contempt.jpg,contempt,augmented
augmented/sad/aug_image0027390_surprise_to_sad.jpg,sad,augmented
neutral/ffhq_2525.png,disgust,original
sad/image0023685.jpg,sad,original
sad/image0023977.jpg,neutral,original
augmented/neutral/aug_image0036617_contempt_to_neutral.jpg,neutral,augmented
neutral/ffhq_1283.png,neutral,original
augmented/neutral/aug_image0029128_fear_to_neutral.jpg,neutral,augmented
surprise/image0020748.jpg,surprise,original
augmented/disgust/aug_image0030243_anger_to_disgust.jpg,disgust,augmented
surprise/ffhq_625.png,surprise,original
anger/image0025547.jpg,contempt,original
fear/image0034380.jpg,fear,original
augmented/anger/aug_ffhq_733_neutral_to_anger.jpg,anger,augmented
neutral/ffhq_1557.png,neutral,original
anger/image0024370.jpg,anger,original
augmented/neutral/aug_ffhq_2501_surprise_to_neutral.jpg,neutral,augmented
contempt/image0016228.jpg,contempt,original
neutral/ffhq_2958.png,disgust,original
surprise/image0034255.jpg,fear,original
anger/image0003295.jpg,anger,original
surprise/image0033918.jpg,surprise,original
surprise/image0030799.jpg,surprise,original
contempt/image0041881.jpg,contempt,original
disgust/image0041314.jpg,anger,original
anger/image0025350.jpg,disgust,original
neutral/ffhq_1113.png,surprise,original
neutral/ffhq_1789.png,surprise,original
fear/image0037023.jpg,fear,original
disgust/image0035710.jpg,disgust,original
disgust/image0035169.jpg,disgust,original
neutral/ffhq_227.png,fear,original
anger/image0027142.jpg,disgust,original
surprise/ffhq_98.png,fear,original
anger/image0018311.jpg,anger,original
contempt/image0037678.jpg,contempt,original
neutral/ffhq_5169.png,disgust,original
neutral/ffhq_937.png,neutral,original
augmented/sad/aug_image0037971_fear_to_sad.jpg,sad,augmented
contempt/image0030855.jpg,contempt,original
fear/image0040525.jpg,fear,original
anger/image0017943.jpg,anger,original
happy/ffhq_238.png,happy,original
fear/image0021468.jpg,fear,original
surprise/image0031489.jpg,surprise,original
augmented/neutral/aug_image0031955_fear_to_neutral.jpg,neutral,augmented
sad/image0015483.jpg,fear,original
anger/image0026227.jpg,surprise,original
augmented/contempt/aug_ffhq_1779_surprise_to_contempt.jpg,contempt,augmented
contempt/image0041467.jpg,neutral,original
augmented/sad/aug_ffhq_2130_neutral_to_sad.jpg,sad,augmented
anger/image0020814.jpg,surprise,original
happy/ffhq_2551.png,happy,original
augmented/sad/aug_image0037675_contempt_to_sad.jpg,sad,augmented
contempt/image0042116.jpg,contempt,original
augmented/anger/aug_image0033219_happy_to_anger.jpg,anger,augmented
neutral/ffhq_132.png,neutral,original
sad/image0030156.jpg,sad,original
neutral/ffhq_341.png,surprise,original
contempt/image0014251.jpg,contempt,original
augmented/sad/aug_ffhq_2690_happy_to_sad.jpg,sad,augmented
anger/image0004164.jpg,anger,original
sad/image0021723.jpg,sad,original
neutral/ffhq_1439.png,contempt,original
augmented/neutral/aug_image0018415_disgust_to_neutral.jpg,neutral,augmented
anger/image0010503.jpg,anger,original
anger/image0007958.jpg,disgust,original
fear/image0027059.jpg,surprise,original
augmented/contempt/aug_ffhq_157_neutral_to_contempt.jpg,contempt,augmented
surprise/image0031582.jpg,surprise,original
anger/image0012248.jpg,disgust,original
anger/image0023996.jpg,contempt,original
disgust/image0041432.jpg,disgust,original
anger/image0013733.jpg,anger,original
sad/image0014361.jpg,sad,original
surprise/image0006413.jpg,surprise,original
surprise/image0009825.jpg,disgust,original
augmented/sad/aug_ffhq_3837_happy_to_sad.jpg,sad,augmented
augmented/disgust/aug_image0041158_contempt_to_disgust.jpg,disgust,augmented
fear/image0013500.jpg,fear,original
happy/ffhq_3637.png,contempt,original
happy/ffhq_1162.png,happy,original
augmented/disgust/aug_ffhq_3106_anger_to_disgust.jpg,disgust,augmented
contempt/image0037347.jpg,contempt,original
fear/image0020308.jpg,fear,original
augmented/fear/aug_image0026108_happy_to_fear.jpg,fear,augmented
disgust/image0038134.jpg,disgust,original
happy/ffhq_4496.png,happy,original
happy/ffhq_3141.png,contempt,original
augmented/anger/aug_ffhq_1811_sad_to_anger.jpg,anger,augmented
happy/ffhq_2497.png,happy,original
disgust/image0034639.jpg,disgust,original
anger/image0007954.jpg,neutral,original
neutral/ffhq_1244.png,contempt,original
augmented/sad/aug_image0035977_disgust_to_sad.jpg,sad,augmented
disgust/image0035046.jpg,disgust,original
augmented/contempt/aug_ffhq_49_happy_to_contempt.jpg,contempt,augmented
augmented/contempt/aug_ffhq_743_neutral_to_contempt.jpg,contempt,augmented
augmented/disgust/aug_ffhq_4021_anger_to_disgust.jpg,disgust,augmented
anger/image0027107.jpg,anger,original
augmented/contempt/aug_image0029264_anger_to_contempt.jpg,contempt,augmented
disgust/image0036223.jpg,neutral,original
anger/image0005306.jpg,disgust,original
anger/image0013437.jpg,surprise,original
neutral/ffhq_4852.png,neutral,original
anger/image0011569.jpg,anger,original
fear/image0028130.jpg,fear,original
happy/ffhq_2520.png,happy,original
neutral/ffhq_479.png,neutral,original
surprise/ffhq_12.png,surprise,original
fear/image0035263.jpg,fear,original
surprise/ffhq_233.png,anger,original
happy/ffhq_2840.png,happy,original
augmented/disgust/aug_image0034932_fear_to_disgust.jpg,disgust,augmented
surprise/image0017061.jpg,surprise,original
fear/image0035932.jpg,surprise,original
augmented/neutral/aug_image0035025_contempt_to_neutral.jpg,neutral,augmented
sad/image0029319.jpg,sad,original
happy/ffhq_2324.png,surprise,original
contempt/image0042211.jpg,contempt,original
neutral/ffhq_1397.png,anger,original
disgust/image0039888.jpg,disgust,original
happy/ffhq_1186.png,happy,original
contempt/image0041464.jpg,surprise,original
surprise/image0034595.jpg,anger,original
surprise/image0017506.jpg,fear,original
augmented/disgust/aug_image0041559_neutral_to_disgust.jpg,disgust,augmented
disgust/image0032192.jpg,neutral,original
contempt/image0028924.jpg,happy,original
happy/ffhq_2540.png,happy,original
surprise/image0025065.jpg,fear,original
fear/image0034073.jpg,fear,original
happy/ffhq_2565.png,happy,original
happy/ffhq_3817.png,happy,original
neutral/ffhq_2082.png,disgust,original
surprise/image0023246.jpg,anger,original
disgust/image0039667.jpg,disgust,original
happy/ffhq_1646.png,disgust,original
neutral/ffhq_4341.png,neutral,original
augmented/sad/aug_image0029281_disgust_to_sad.jpg,sad,augmented
neutral/ffhq_5404.png,contempt,original
surprise/ffhq_349.png,fear,original
augmented/neutral/aug_image0007245_surprise_to_neutral.jpg,neutral,augmented
contempt/image0040290.jpg,contempt,original
sad/image0021619.jpg,disgust,original
neutral/ffhq_4533.png,anger,original
anger/image0018102.jpg,disgust,original
anger/image0018987.jpg,anger,original
augmented/disgust/aug_image0025992_neutral_to_disgust.jpg,disgust,augmented
disgust/image0035850.jpg,surprise,original
disgust/image0036552.jpg,disgust,original
anger/image0025578.jpg,anger,original
augmented/fear/aug_image0021528_anger_to_fear.jpg,fear,augmented
neutral/ffhq_2742.png,neutral,original
augmented/sad/aug_image0038396_fear_to_sad.jpg,sad,augmented
sad/image0011273.jpg,fear,original
surprise/image0033821.jpg,surprise,original
surprise/image0027467.jpg,surprise,original
happy/ffhq_996.png,happy,original
disgust/image0034954.jpg,disgust,original
augmented/sad/aug_image0025682_surprise_to_sad.jpg,sad,augmented
augmented/contempt/aug_image0039364_anger_to_contempt.jpg,contempt,augmented
surprise/image0025247.jpg,surprise,original
neutral/ffhq_2313.png,sad,original
contempt/image0042537.jpg,contempt,original
happy/ffhq_1920.png,happy,original
neutral/ffhq_213.png,anger,original
anger/image0012125.jpg,anger,original
neutral/ffhq_1448.png,contempt,original
neutral/ffhq_2821.png,neutral,original
augmented/contempt/aug_ffhq_2532_surprise_to_contempt.jpg,contempt,augmented
fear/image0035644.jpg,fear,original
neutral/ffhq_1842.png,neutral,original
surprise/image0028164.jpg,surprise,original
augmented/disgust/aug_ffhq_3785_anger_to_disgust.jpg,disgust,augmented
happy/ffhq_3277.png,happy,original
neutral/ffhq_2476.png,neutral,original
surprise/image0032834.jpg,surprise,original
neutral/ffhq_4548.png,contempt,original
contempt/image0030823.jpg,happy,original
happy/ffhq_4929.png,happy,original
happy/ffhq_3944.png,happy,original
surprise/image0026884.jpg,surprise,original
happy/ffhq_2502.png,surprise,original
neutral/ffhq_1011.png,anger,original
augmented/neutral/aug_ffhq_703_happy_to_neutral.jpg,neutral,augmented
augmented/disgust/aug_ffhq_1191_happy_to_disgust.jpg,disgust,augmented
sad/image0008422.jpg,sad,original
sad/image0024574.jpg,neutral,original
neutral/ffhq_487.png,neutral,original
disgust/image0037328.jpg,disgust,original
happy/ffhq_4516.png,happy,original
neutral/ffhq_554.png,surprise,original
surprise/image0031862.jpg,anger,original
sad/image0013019.jpg,disgust,original
augmented/sad/aug_ffhq_1886_happy_to_sad.jpg,sad,augmented
augmented/contempt/aug_ffhq_3687_happy_to_contempt.jpg,contempt,augmented
happy/ffhq_3161.png,happy,original
sad/image0018970.jpg,sad,original
surprise/image0031930.jpg,fear,original
fear/image0020841.jpg,fear,original
neutral/ffhq_5131.png,neutral,original
augmented/neutral/aug_ffhq_498_happy_to_neutral.jpg,neutral,augmented
surprise/image0021714.jpg,surprise,original
anger/image0021062.jpg,anger,original
happy/ffhq_1038.png,happy,original
augmented/disgust/aug_image0027662_anger_to_disgust.jpg,disgust,augmented
augmented/sad/aug_image0041140_anger_to_sad.jpg,sad,augmented
contempt/image0027575.jpg,disgust,original
fear/image0040895.jpg,fear,original
disgust/image0035233.jpg,disgust,original
augmented/disgust/aug_image0036806_sad_to_disgust.jpg,disgust,augmented
augmented/contempt/aug_image0014478_disgust_to_contempt.jpg,contempt,augmented
anger/image0015587.jpg,anger,original
surprise/ffhq_163.png,surprise,original
sad/image0025679.jpg,surprise,original
anger/image0029353.jpg,anger,original
neutral/image0033249.jpg,surprise,original
disgust/image0039592.jpg,disgust,original
contempt/image0005904.jpg,contempt,original
happy/ffhq_2420.png,happy,original
contempt/image0034565.jpg,contempt,original
augmented/sad/aug_ffhq_4886_contempt_to_sad.jpg,sad,augmented
contempt/image0039726.jpg,contempt,original
fear/image0034205.jpg,surprise,original
neutral/ffhq_840.png,neutral,original
neutral/ffhq_5098.png,contempt,original
augmented/sad/aug_image0028572_contempt_to_sad.jpg,sad,augmented
neutral/ffhq_5551.png,neutral,original
fear/image0039923.jpg,fear,original
happy/ffhq_4875.png,happy,original
surprise/image0026010.jpg,surprise,original
neutral/ffhq_4412.png,disgust,original
neutral/ffhq_1818.png,disgust,original
fear/image0033499.jpg,fear,original
fear/image0032369.jpg,surprise,original
contempt/image0036587.jpg,anger,original
happy/ffhq_2901.png,happy,original
happy/ffhq_2668.png,happy,original
sad/image0010857.jpg,sad,original
fear/image0018038.jpg,fear,original
disgust/image0041753.jpg,disgust,original
augmented/neutral/aug_image0038509_contempt_to_neutral.jpg,neutral,augmented
augmented/fear/aug_image0038859_happy_to_fear.jpg,fear,augmented
surprise/image0030766.jpg,surprise,original
contempt/image0034936.jpg,contempt,original
augmented/sad/aug_image0040658_fear_to_sad.jpg,sad,augmented
disgust/image0021702.jpg,disgust,original
happy/ffhq_2997.png,contempt,original
neutral/ffhq_731.png,neutral,original
neutral/ffhq_5602.png,contempt,original
sad/image0030145.jpg,sad,original
sad/image0025106.jpg,anger,original
augmented/sad/aug_image0039918_neutral_to_sad.jpg,sad,augmented
anger/image0005108.jpg,sad,original
neutral/ffhq_4762.png,neutral,original
sad/image0019700.jpg,sad,original
disgust/image0040851.jpg,disgust,original
augmented/disgust/aug_image0019868_fear_to_disgust.jpg,disgust,augmented
augmented/happy/aug_image0039253_contempt_to_happy.jpg,happy,augmented
surprise/image0031313.jpg,surprise,original
neutral/ffhq_3058.png,surprise,original
neutral/ffhq_4091.png,disgust,original
disgust/image0009336.jpg,disgust,original
surprise/image0034093.jpg,surprise,original
augmented/contempt/aug_ffhq_4896_disgust_to_contempt.jpg,contempt,augmented
neutral/ffhq_2977.png,surprise,original
happy/ffhq_1424.png,happy,original
happy/ffhq_3931.png,happy,original
sad/image0018735.jpg,sad,original
disgust/image0042076.jpg,contempt,original
sad/image0029483.jpg,sad,original
anger/image0015492.jpg,anger,original
surprise/image0034871.jpg,fear,original
disgust/image0042010.jpg,disgust,original
fear/image0035222.jpg,fear,original
fear/image0033510.jpg,disgust,original
contempt/image0040853.jpg,contempt,original
contempt/image0040156.jpg,contempt,original
happy/ffhq_2959.png,contempt,original
happy/ffhq_3882.png,happy,original
anger/image0028965.jpg,anger,original
neutral/ffhq_5527.png,surprise,original
neutral/ffhq_2812.png,neutral,original
surprise/image0031185.jpg,contempt,original
fear/image0039886.jpg,fear,original
happy/ffhq_2744.png,happy,original
surprise/image0011824.jpg,fear,original
augmented/disgust/aug_image0027437_surprise_to_disgust.jpg,disgust,augmented
neutral/ffhq_3026.png,neutral,original
happy/ffhq_1142.png,happy,original
happy/ffhq_2280.png,happy,original
fear/image0035763.jpg,fear,original
neutral/ffhq_4837.png,anger,original
augmented/disgust/aug_image0020847_fear_to_disgust.jpg,disgust,augmented
neutral/ffhq_1621.png,surprise,original
augmented/fear/aug_image0039096_disgust_to_fear.jpg,fear,augmented
sad/image0025509.jpg,neutral,original
neutral/ffhq_80.png,fear,original
neutral/ffhq_185.png,neutral,original
contempt/image0031314.jpg,contempt,original
augmented/contempt/aug_image0020777_disgust_to_contempt.jpg,contempt,augmented
augmented/anger/aug_ffhq_3730_happy_to_anger.jpg,anger,augmented
augmented/neutral/aug_image0026926_anger_to_neutral.jpg,neutral,augmented
fear/image0033240.jpg,fear,original
happy/ffhq_2413.png,happy,original
neutral/ffhq_5633.png,surprise,original
fear/image0037776.jpg,surprise,original
contempt/image0041537.jpg,contempt,original
happy/ffhq_1517.png,happy,original
happy/ffhq_3873.png,disgust,original
disgust/image0033651.jpg,disgust,original
neutral/ffhq_597.png,sad,original
augmented/contempt/aug_image0032871_disgust_to_contempt.jpg,contempt,augmented
surprise/image0021712.jpg,fear,original
happy/ffhq_2216.png,happy,original
contempt/image0041443.jpg,contempt,original
neutral/ffhq_1607.png,neutral,original
augmented/fear/aug_ffhq_497_surprise_to_fear.jpg,fear,augmented
disgust/image0031641.jpg,disgust,original
contempt/image0041578.jpg,happy,original
surprise/image0032097.jpg,surprise,original
disgust/image0036807.jpg,disgust,original
happy/ffhq_2232.png,happy,original
contempt/image0033680.jpg,contempt,original
sad/image0002924.jpg,neutral,original
augmented/contempt/aug_ffhq_2632_happy_to_contempt.jpg,contempt,augmented
augmented/anger/aug_image0038620_happy_to_anger.jpg,anger,augmented
disgust/image0028259.jpg,disgust,original
surprise/image0028420.jpg,surprise,original
augmented/contempt/aug_image0042236_happy_to_contempt.jpg,contempt,augmented
augmented/neutral/aug_image0017827_contempt_to_neutral.jpg,neutral,augmented
surprise/image0021362.jpg,fear,original
fear/image0024852.jpg,fear,original
contempt/image0042067.jpg,contempt,original
surprise/image0031259.jpg,surprise,original
augmented/contempt/aug_image0028268_anger_to_contempt.jpg,contempt,augmented
sad/image0005582.jpg,surprise,original
augmented/sad/aug_image0024979_anger_to_sad.jpg,sad,augmented
augmented/disgust/aug_ffhq_4875_happy_to_disgust.jpg,disgust,augmented
surprise/image0015263.jpg,surprise,original
surprise/image0015893.jpg,surprise,original
contempt/image0038460.jpg,contempt,original
neutral/ffhq_170.png,neutral,original
happy/ffhq_2279.png,happy,original
neutral/ffhq_2806.png,contempt,original
augmented/anger/aug_image0029272_surprise_to_anger.jpg,anger,augmented
neutral/ffhq_1344.png,anger,original
anger/image0025427.jpg,anger,original
fear/image0033163.jpg,fear,original
augmented/neutral/aug_image0031196_surprise_to_neutral.jpg,neutral,augmented
happy/ffhq_943.png,happy,original
sad/image0024132.jpg,neutral,original
contempt/image0038749.jpg,contempt,original
sad/image0018804.jpg,sad,original
neutral/ffhq_5563.png,neutral,original
sad/image0007659.jpg,sad,original
happy/ffhq_1381.png,happy,original
neutral/ffhq_1001.png,neutral,original
happy/ffhq_2988.png,happy,original
happy/ffhq_4892.png,happy,original
happy/ffhq_4304.png,surprise,original
neutral/ffhq_1040.png,disgust,original
augmented/anger/aug_image0036350_contempt_to_anger.jpg,anger,augmented
contempt/image0036144.jpg,neutral,original
surprise/image0034645.jpg,surprise,original
anger/image0019530.jpg,anger,original
happy/ffhq_1697.png,contempt,original
augmented/neutral/aug_ffhq_2490_happy_to_neutral.jpg,neutral,augmented
sad/image0031265.jpg,fear,original
neutral/ffhq_1828.png,sad,original
augmented/happy/aug_image0035923_fear_to_happy.jpg,happy,augmented
contempt/image0040623.jpg,contempt,original
contempt/image0020143.jpg,contempt,original
surprise/image0019179.jpg,surprise,original
anger/image0010151.jpg,anger,original
fear/image0026985.jpg,fear,original
augmented/contempt/aug_image0033985_happy_to_contempt.jpg,contempt,augmented
augmented/contempt/aug_image0023320_anger_to_contempt.jpg,contempt,augmented
surprise/image0013594.jpg,surprise,original
sad/image0009657.jpg,anger,original
augmented/contempt/aug_image0029136_sad_to_contempt.jpg,contempt,augmented
surprise/image0027499.jpg,fear,original
disgust/image0034029.jpg,disgust,original
anger/image0021040.jpg,anger,original
sad/image0030036.jpg,neutral,original
happy/ffhq_3192.png,happy,original
neutral/ffhq_2791.png,anger,original
augmented/contempt/aug_image0037167_disgust_to_contempt.jpg,contempt,augmented
neutral/ffhq_2315.png,surprise,original
fear/image0029954.jpg,fear,original
disgust/image0037464.jpg,anger,original
augmented/contempt/aug_image0028398_disgust_to_contempt.jpg,contempt,augmented
disgust/image0040449.jpg,disgust,original
augmented/fear/aug_ffhq_1435_neutral_to_fear.jpg,fear,augmented
contempt/image0041863.jpg,contempt,original
neutral/image0032335.jpg,disgust,original
disgust/image0035013.jpg,disgust,original
anger/image0001296.jpg,anger,original
contempt/image0039844.jpg,contempt,original
augmented/fear/aug_ffhq_1316_sad_to_fear.jpg,fear,augmented
sad/image0025761.jpg,anger,original
neutral/ffhq_2952.png,happy,original
anger/image0007988.jpg,disgust,original
sad/image0001273.jpg,neutral,original
contempt/image0038596.jpg,contempt,original
neutral/image0032187.jpg,disgust,original
fear/image0038825.jpg,surprise,original
augmented/fear/aug_image0042427_contempt_to_fear.jpg,fear,augmented
neutral/ffhq_1877.png,neutral,original
contempt/image0040347.jpg,contempt,original
neutral/image0015342.jpg,anger,original
sad/image0017194.jpg,sad,original
happy/ffhq_1658.png,happy,original
sad/image0002599.jpg,anger,original
happy/ffhq_3874.png,happy,original
disgust/image0041882.jpg,disgust,original
augmented/contempt/aug_ffhq_2258_disgust_to_contempt.jpg,contempt,augmented
augmented/sad/aug_image0019277_surprise_to_sad.jpg,sad,augmented
disgust/image0033034.jpg,anger,original
augmented/neutral/aug_ffhq_2123_contempt_to_neutral.jpg,neutral,augmented
disgust/image0038561.jpg,disgust,original
anger/image0028184.jpg,neutral,original
sad/image0016357.jpg,sad,original
surprise/image0031081.jpg,surprise,original
neutral/ffhq_5311.png,surprise,original
augmented/disgust/aug_ffhq_5417_sad_to_disgust.jpg,disgust,augmented
disgust/image0040065.jpg,disgust,original
augmented/fear/aug_image0036578_disgust_to_fear.jpg,fear,augmented
happy/ffhq_367.png,happy,original
sad/image0018109.jpg,anger,original
augmented/neutral/aug_image0033878_contempt_to_neutral.jpg,neutral,augmented
neutral/ffhq_4981.png,neutral,original
neutral/ffhq_4371.png,surprise,original
anger/image0027991.jpg,disgust,original
happy/ffhq_3594.png,neutral,original
surprise/image0033077.jpg,surprise,original
sad/image0001610.jpg,neutral,original
neutral/ffhq_1866.png,disgust,original
neutral/ffhq_2120.png,neutral,original
anger/image0018795.jpg,neutral,original
anger/image0029117.jpg,fear,original
augmented/sad/aug_image0034489_fear_to_sad.jpg,sad,augmented
anger/image0027500.jpg,anger,original
anger/image0003519.jpg,fear,original
happy/ffhq_3006.png,happy,original
neutral/ffhq_201.png,fear,original
neutral/ffhq_1414.png,neutral,original
augmented/sad/aug_image0035754_disgust_to_sad.jpg,sad,augmented
neutral/image0030786.jpg,disgust,original
anger/image0018733.jpg,fear,original
happy/ffhq_1942.png,happy,original
disgust/image0033371.jpg,disgust,original
happy/ffhq_3999.png,happy,original
augmented/sad/aug_image0032899_surprise_to_sad.jpg,sad,augmented
neutral/ffhq_1313.png,neutral,original
augmented/contempt/aug_image0037518_disgust_to_contempt.jpg,contempt,augmented
anger/image0027383.jpg,anger,original
contempt/image0041686.jpg,contempt,original
happy/ffhq_375.png,happy,original
sad/image0027590.jpg,sad,original
augmented/neutral/aug_image0039046_disgust_to_neutral.jpg,neutral,augmented
augmented/disgust/aug_image0007138_anger_to_disgust.jpg,disgust,augmented
augmented/disgust/aug_image0025057_anger_to_disgust.jpg,disgust,augmented
surprise/image0032183.jpg,happy,original
neutral/ffhq_4585.png,neutral,original
happy/ffhq_3786.png,happy,original
augmented/neutral/aug_image0000949_anger_to_neutral.jpg,neutral,augmented
augmented/happy/aug_ffhq_4426_sad_to_happy.jpg,happy,augmented
augmented/contempt/aug_image0026970_anger_to_contempt.jpg,contempt,augmented
augmented/anger/aug_image0041426_contempt_to_anger.jpg,anger,augmented
sad/image0018791.jpg,sad,original
anger/image0028331.jpg,anger,original
disgust/image0033413.jpg,surprise,original
contempt/image0035336.jpg,contempt,original
anger/image0014612.jpg,surprise,original
anger/image0022944.jpg,disgust,original
happy/ffhq_1497.png,happy,original
neutral/ffhq_1424.png,contempt,original
happy/ffhq_1533.png,contempt,original
surprise/ffhq_511.png,surprise,original
augmented/neutral/aug_image0037051_contempt_to_neutral.jpg,neutral,augmented
neutral/ffhq_5294.png,contempt,original
augmented/contempt/aug_ffhq_1573_disgust_to_contempt.jpg,contempt,augmented
augmented/contempt/aug_image0032726_disgust_to_contempt.jpg,contempt,augmented
neutral/ffhq_2908.png,disgust,original
sad/image0015317.jpg,sad,original
happy/ffhq_534.png,happy,original
happy/ffhq_3449.png,disgust,original
surprise/image0009488.jpg,neutral,original
disgust/image0035121.jpg,anger,original
augmented/contempt/aug_ffhq_205_neutral_to_contempt.jpg,contempt,augmented
sad/image0018982.jpg,sad,original
surprise/image0018623.jpg,surprise,original
surprise/image0033475.jpg,fear,original
neutral/ffhq_4609.png,surprise,original
anger/image0022730.jpg,contempt,original
disgust/image0041007.jpg,disgust,original
sad/image0018315.jpg,contempt,original
happy/ffhq_1910.png,happy,original
happy/ffhq_3226.png,happy,original
happy/ffhq_3674.png,happy,original
neutral/ffhq_4209.png,disgust,original
sad/image0010331.jpg,sad,original
disgust/image0028335.jpg,disgust,original
contempt/image0037816.jpg,happy,original
anger/image0029165.jpg,anger,original
anger/image0020155.jpg,anger,original
happy/ffhq_579.png,happy,original
